5.500000000000000000e+00,1.061531330146925882e-04,1.063629522722671806e-04,1.047612359385432512e+01,1.097530871722632639e+01
5.549999999999999822e+00,1.191038470177401004e-04,1.193404278445334078e-04,1.035072080747254120e+01,1.084990813362373530e+01
5.599999999999999645e+00,1.336294200280223094e-04,1.339011962210633685e-04,1.022484327166092299e+01,1.072402548390811461e+01
5.650000000000000355e+00,1.499186706899624131e-04,1.502383968961633624e-04,1.009872703093834900e+01,1.059788655291099957e+01
5.700000000000000178e+00,1.681884138015821888e-04,1.685687226273783351e-04,9.971932952612235113e+00,1.047106129162506960e+01
5.750000000000000000e+00,1.886784405602474749e-04,1.891352899204490551e-04,9.844477170407188282e+00,1.034356228595784444e+01
5.799999999999999822e+00,2.116582998442840440e-04,2.122108588729707391e-04,9.716247870490661853e+00,1.021527744730718723e+01
5.849999999999999645e+00,2.374337972943735091e-04,2.381014447763088037e-04,9.586802769191848483e+00,1.008577304044158041e+01
5.900000000000000355e+00,2.663391727804222792e-04,2.671503689839050777e-04,9.456498374629994430e+00,9.955397629369166168e+00
5.950000000000000178e+00,2.987530000475474871e-04,2.997428022806590932e-04,9.325148219736895783e+00,9.823968925549664277e+00
6.000000000000000000e+00,3.350974262881946516e-04,3.363108603862553889e-04,9.192612061151280045e+00,9.691352019812363494e+00
6.049999999999999822e+00,3.758459996704197168e-04,3.773393183831896315e-04,9.058599346529213392e+00,9.557278158166035098e+00
6.099999999999999645e+00,4.215360751665471104e-04,4.233720188591539690e-04,8.922360516089810289e+00,9.421031828250207241e+00
6.150000000000000355e+00,4.727593592856185137e-04,4.750190574934287191e-04,8.783520341530604014e+00,9.282235319517432970e+00
6.200000000000000178e+00,5.301730039049627188e-04,5.329648397909720345e-04,8.641511800144883182e+00,9.140261000146146841e+00
6.250000000000000000e+00,5.945038436966252823e-04,5.979771138074227660e-04,8.495227980251932820e+00,8.993852131362913838e+00
6.299999999999999822e+00,6.665557401884581509e-04,6.709170961234686009e-04,8.340895964302561083e+00,8.839056516312645329e+00
6.349999999999999645e+00,7.472116590770471823e-04,7.527508221582534251e-04,8.174462948273315988e+00,8.671497651405701390e+00
6.400000000000000355e+00,8.374284025272725604e-04,8.445618673199099770e-04,8.000451967650249685e+00,8.495426313043282107e+00
6.450000000000000178e+00,9.382781973325053345e-04,9.475656026068789324e-04,7.814053534278784241e+00,8.305804367121709220e+00
6.500000000000000000e+00,1.050946861584455341e-03,1.063125167307015298e-03,7.617065830632739676e+00,8.104967129478090726e+00
6.549999999999999822e+00,1.176768170536455528e-03,1.192769362535114766e-03,7.425933080018111809e+00,7.904813783520680204e+00
6.599999999999999645e+00,1.316840884724094444e-03,1.338212692723651743e-03,7.238102533381621129e+00,7.705750754041744699e+00
6.650000000000000355e+00,1.472897326029216133e-03,1.501377808020408315e-03,7.062062957907755845e+00,7.519695738705920007e+00
6.700000000000000178e+00,1.647464868621925215e-03,1.684420629056301898e-03,6.921707678555009124e+00,7.370084461219967409e+00
6.750000000000000000e+00,1.842129538163155391e-03,1.889758466929090290e-03,6.794730343495245961e+00,7.227344060481584620e+00
6.799999999999999822e+00,2.058332974178465283e-03,2.120101485705856281e-03,6.658549071489936466e+00,7.063897246403215036e+00
6.849999999999999645e+00,2.298491321372848634e-03,2.378487892441582315e-03,6.521319016806245372e+00,6.894317403465848315e+00
6.900000000000000355e+00,2.565385690054812224e-03,2.668323280825100809e-03,6.405019774323747583e+00,6.734483372847243743e+00
6.950000000000000178e+00,2.861919472368603529e-03,2.993424599173444972e-03,6.327704890524188386e+00,6.614773770058384628e+00
7.000000000000000000e+00,3.191495341762276821e-03,3.358069261677636575e-03,6.269524012762232701e+00,6.529112330724579749e+00
7.049999999999999822e+00,3.557930171250093046e-03,3.767049973491349343e-03,6.211071820629939566e+00,6.450655830153571912e+00
7.099999999999999645e+00,3.965314688845588374e-03,4.225735895300601445e-03,6.152448178851535943e+00,6.377722013617095342e+00
7.150000000000000355e+00,4.418252984526058885e-03,4.740140831055064501e-03,6.096899168313989037e+00,6.312019071206748322e+00
7.200000000000000178e+00,4.922074929645642825e-03,5.316999183047439390e-03,6.045844272032326217e+00,6.251743609080975261e+00
7.250000000000000000e+00,5.482541936841749640e-03,5.963850480604164679e-03,5.998739412097698676e+00,6.195515894078241104e+00
7.299999999999999822e+00,6.105969528613090953e-03,6.689133351070021029e-03,5.954682779445377605e+00,6.143783406667530755e+00
7.349999999999999645e+00,6.799681768712100179e-03,7.502289862766904453e-03,5.911436658321129300e+00,6.094049383008339760e+00
7.400000000000000355e+00,7.571669518355864797e-03,8.413881226784521508e-03,5.868104933794640488e+00,6.044264585435421111e+00
7.450000000000000178e+00,8.430505029225964994e-03,9.435715894597072537e-03,5.824961194089539163e+00,5.994749892491384458e+00
7.500000000000000000e+00,9.385741334879375494e-03,1.058099112732309964e-02,5.782562049589643038e+00,5.946992702372746464e+00
7.549999999999999822e+00,1.044864101089026942e-02,1.186444913438293620e-02,5.739916290417966138e+00,5.899996843206373853e+00
7.599999999999999645e+00,1.163172504678191416e-02,1.330254887712958335e-02,5.695652494691593404e+00,5.851426836142429977e+00
7.650000000000000355e+00,1.294814194902919359e-02,1.491365459748021129e-02,5.649969118404655433e+00,5.801615554083703330e+00
7.700000000000000178e+00,1.441236298812621601e-02,1.671824205086478929e-02,5.603080279201925862e+00,5.750982703566279497e+00
7.750000000000000000e+00,1.604042917204136220e-02,1.873912328207273312e-02,5.555543051918895969e+00,5.699942855208128378e+00
7.799999999999999822e+00,1.785009170170986925e-02,2.100169056317782376e-02,5.508519735347228163e+00,5.648988435905373251e+00
7.849999999999999645e+00,1.986079237804973599e-02,2.353417979150390638e-02,5.462614554745321982e+00,5.598476783598655970e+00
7.900000000000000355e+00,2.209386167552891689e-02,2.636795319397365958e-02,5.418034210867062939e+00,5.549139084268809086e+00
7.950000000000000178e+00,2.457323684440981121e-02,2.953780056721736977e-02,5.374440090705519424e+00,5.500792796321164246e+00
8.000000000000000000e+00,2.732535525815524974e-02,3.308225745813347940e-02,5.331224786485691425e+00,5.452697298305679396e+00
8.050000000000000711e+00,3.037861089154588953e-02,3.704393760635200927e-02,5.288518685058853919e+00,5.405094612512620245e+00
8.099999999999999645e+00,3.376394393337941308e-02,4.146987556799594521e-02,5.246549173739950334e+00,5.358438223517765664e+00
8.150000000000000355e+00,3.751225871630976816e-02,4.641187364881640270e-02,5.205388889293821819e+00,5.312828291429568139e+00
8.199999999999999289e+00,4.165627127474388208e-02,5.192684501327653190e-02,5.165110258813705002e+00,5.268311596266329389e+00
8.250000000000000000e+00,4.623489764868177199e-02,5.807714201357361966e-02,5.125800609189688828e+00,5.224904436195402013e+00
8.300000000000000711e+00,5.129668990774206849e-02,6.493085529967543290e-02,5.087404940679398635e+00,5.182396512652005072e+00
8.349999999999999645e+00,5.689410550918517356e-02,7.256206502437179129e-02,5.050023952974285635e+00,5.140833900566235570e+00
8.400000000000000355e+00,6.307732207107664968e-02,8.105102034387259846e-02,5.013796128486440296e+00,5.100100014582167773e+00
8.449999999999999289e+00,6.989871496807803508e-02,9.048421734457257060e-02,4.978848017198636455e+00,5.060091578592526673e+00
8.500000000000000000e+00,7.740504555351820914e-02,1.009543384381012127e-01,4.945395706038596018e+00,5.021033775679178746e+00
8.550000000000000711e+00,8.566005881429240854e-02,1.125600081487744819e-01,4.913755308009314149e+00,4.983205076068031758e+00
8.599999999999999645e+00,9.473309980548730302e-02,1.254053111434545176e-01,4.884235059309816052e+00,4.946789803463261137e+00
8.650000000000000355e+00,1.046784215858903716e-01,1.395990085264208480e-01,4.857116108359292639e+00,4.912053311576627834e+00
8.699999999999999289e+00,1.155566282723286126e-01,1.552533782336817936e-01,4.832643635114287406e+00,4.879101361266279469e+00
8.750000000000000000e+00,1.274222763853938845e-01,1.724825954715818732e-01,4.811197712380248959e+00,4.848183508697673005e+00
8.800000000000000711e+00,1.403309327531290507e-01,1.914005605749085070e-01,4.793214636245792803e+00,4.819760426053122160e+00
8.849999999999999645e+00,1.543382218683071461e-01,2.121180759048934827e-01,4.779033037666465589e+00,4.794094533166557426e+00
8.900000000000000355e+00,1.694868421229714373e-01,2.347392725569270033e-01,4.768930527905411054e+00,4.771175577905047760e+00
8.949999999999999289e+00,1.857949030978341132e-01,2.593571945024441550e-01,4.763179193258899602e+00,4.751230143669879169e+00
9.000000000000000000e+00,2.032769785184973532e-01,2.860484659480608816e-01,4.762105114943842921e+00,4.734667639609824619e+00
9.050000000000000711e+00,2.219498792672236487e-01,3.148670015672445643e-01,4.766018432162987040e+00,4.721679873107497372e+00
9.099999999999999645e+00,2.417775406591479714e-01,3.458367739415738051e-01,4.774578779938707385e+00,4.710804404461491401e+00
9.150000000000000355e+00,2.626922875611630848e-01,3.789437334672193791e-01,4.787160642594315618e+00,4.700238851203394574e+00
9.199999999999999289e+00,2.844358187459049003e-01,4.141270881943162063e-01,4.807166410878593865e+00,4.696801456824125864e+00
9.250000000000000000e+00,3.068682352551572179e-01,4.512702980696382538e-01,4.836948517930125035e+00,4.704855887636561818e+00
9.300000000000000711e+00,3.300030487390548939e-01,4.901923199758919103e-01,4.875144548580927051e+00,4.721332444428618658e+00
9.349999999999999645e+00,3.536430910712187181e-01,5.306398510572001292e-01,4.922003456406443433e+00,4.745964670545333774e+00
9.400000000000000355e+00,3.775604071607521206e-01,5.722815433118191297e-01,4.977873464884936539e+00,4.778614778094024018e+00
